求人年度,求人番号,受付安定所,事業所番号,インターネットへの公開,事業所名 カナ,事業所名,郵便番号（所在地）,住所（所在地）,アクセス（所在地）,代表者名,法人番号,ホームページ,従業員数（企業全体）,従業員数（就業場所）,設立,資本金,事業内容,会社の特長,雇用形態,職種,仕事の内容,郵便番号（就業場所）,住所（就業場所）,アクセス（就業場所）,求人数（通勤）,求人数（住込）,求人数（不問）,必要な知識・技能等,転勤の可能性,マイカー通勤の可否,入居可能住宅（単身用）,入居可能住宅（世帯用）,基本給,月給（基本給+手当+残業代）,賞与有無（新卒）,時間外労働の有無,時間外労働の月平均時間数,変形労働時間制の種類,休日等,就業時間1,就業時間2,就業時間3,年間休日数,複数応募の受け入れ,複数応募開始の日程,職場見学の受け入れ,職場見学の日程,課係名・役職名（担当者）,氏名（担当者）,氏名カナ（担当者）,電話番号（担当者）,FAX（担当者）,Eメール（担当者）,補足事項,特記事項,産業分類,職業分類（3桁）,職業分類（5桁）,職業分類2（3桁）,職業分類2（5桁）,就業場所住所（市区町村）,就業場所住所2（市区町村）,就業場所住所3（市区町村）,管理番号,対象学科,エリア,卒業生の入社実績,その他の分類,募集人数,来校の有無,二次募集の有無,職場見学人数,応募人数,入社人数,備考,申送り事項,公開日時,最終更新日時,登録方法,元ファイル名,職業分類（ハローワーク）大分類,職業分類（ハローワーク）中分類,職業分類（ハローワーク）小分類,職業分類（handy）大分類,職業分類（handy）中分類,職業分類2（ハローワーク）大分類,職業分類2（ハローワーク）中分類,職業分類2（ハローワーク）小分類,職業分類2（handy）大分類,職業分類2（handy）中分類,お気に入り登録数,職業分類コード（日本標準職業分類への変換）,職業分類（日本標準職業分類への変換）,職業分類2コード（日本標準職業分類への変換）,職業分類2（日本標準職業分類への変換）
2026,46010-376469,鹿児島公共職業安定所,4601-4565-0,可,カゴシマニヤクカイリクウンユカブシキガイシャ,鹿児島荷役海陸運輸 株式会社,891-0132,鹿児島県鹿児島市七ツ島1-79,,代表取締役社長 杉木 保隆,6340001001008,https://www.kaniyaku.co.jp/,305,6,昭和32年,"8,640万円",一般港湾運送業。一般貨物自動車運送業、内航海運業,"大阪·福岡·鹿児島から沖縄への海上貨物輸送。一般貨物·飼料·
高圧ガス·セメントの陸上輸送。鹿児島港·志布志港での港湾荷役
業。陸上·港湾·海上が連携した『総合物流サービス』企業です。",正社員,総合職〔船舶課工務担当〕,"〇船舶部 船舶課において船舶管理の工務業務に従事していただきます。
1.自社船舶の修理や整備に関する業務
2.船舶の部品や船用品等の注文業務
3.自社船舶のドック入渠時の立会い業務
《業務の変更範囲:事業所の定める業務》",891-0132,鹿児島県鹿児島市七ツ島1丁目84,,1,0,0,"必須
普通自動車第一種免許:AT限定不可
 (入社後取得可) ",なし,可,なし,なし,128000,220500,あり,あり,25,,日 その他,07:30-16:45,,,105,可,令和8年10月1日以降,可,随時,総務課 課長代理,村田 清之,ムラタ キヨユキ,099-263-0289,099-263-0061,soumu-k@kaniyaku.co.jp,"〇福利厚生面での充実を図っており、霧島に温泉付宿泊施設あり
キャンピングカー貸出し制度あり
〇表彰制度
·永年勤続表彰 (10年、20年、30年、40年) 
·交通無事故無違反表彰 (20年、30年、40年) 
·善行功労表彰·業績表彰
〇家賃補助制度あり","〇基本給、職種手当は当月26日支払い。
その他手当や残業手当は末締め翌月26日支払いになります。
〇試用期間:6ヶ月 (6ヶ月未満:賞与·退職金制度なし) 
6ヶ月経過後は賞与·退職金制度の対象となります。
〇履歴書:手書き·パソコン作成どちらも可
〇応募前職場見学を随時行っておりますので希望される場合、
事前に担当者あてに連絡をお願いします。",481,035,035-99,039,039-01,鹿児島県鹿児島市,,,0078,,,,,,,,,,,,,2026年07月03日 14:11,2026年07月03日 14:11,バーコードスキャン,求人番号_46010-376469.pdf,事務的職業,その他の総務等事務の職業,他に分類されない総務等事務の職業,事務に関わる,一般事務,事務的職業,生産関連事務の職業,生産現場事務員,事務に関わる,生産事務,0,259,その他の一般事務従事者,271,生産現場事務員
2026,46080-108969,大隅公共職業安定所,4608-12592-6,可,シャカイフクシホウジン リンコウフクシカイ トクベツヨウゴロウジンホーム リンコウムリョウジュエン," (社福) 輪光福祉会 特別養護老人ホーム 輪光無量寿園",899-8101,鹿児島県曽於市末吉町岩崎971番地1,,理事長 山内 大宣,1340005007245,http://www.rinkou1964.or.jp/,142,83,昭和47年,,"第1種社会福祉事業 (特別養護老人ホーム) 、第2種社会福祉事業
 (訪問介護)  ☆同法人内にこども園もあります。保育先の無い方
等でも安心して働ける職場です。","介護老人福祉施設の役割は要介護者に対し各種サービスの提供を目
的としており、やり甲斐のある職場である。平成23年6月から福
利厚生 (りんこうこども園利用者に特別手当支給) も充実しました",正社員,介護職(資格なし),"◎高齢者の生活全般 (入浴·食事·排泄等) の介護業務
*入居者90床 (従来型:50床·ユニット型:40床) 
*短期入居 (ショートステイ) 9床
〇日中の生活援助、夜間帯の見守り、介助等に従事していただきます。
【業務の変更範囲:変更無し】",899-8101,鹿児島県曽於市末吉町岩崎971番地1,,3,0,0,不問,なし,可,なし,なし,150800,182800,あり,あり,2,変形労働時間制 (1ヶ月単位),その他,07:00-16:00,09:00-18:30,12:30-21:30,108,可,令和8年10月1日以降,可,補足事項欄参照,法人事務長,山中 三郎,ヤマナカ サブロウ,099-482-1047,099-482-1337,tokuyou@rinkou1964.or.jp,"○就業時間は交替制で、 (1)  (2)  (3) の就業時間の他に
 (4) 21:00〜7:00 ※休憩120分·実働8H
《ユニット配置の場合は時間変動あり》
○就業時間 (2) 休憩90分
○夜勤手当5,000円/1回 月3〜6回程度あり
〇介護処遇改善 (特別) 手当は夜勤3回以上の場合37,000円
○早出手当500円/1回
○就職準備金制度あり (介護福祉士資格有20万円、無し5万円) 
○事前見学は要相談 (電話にて問い合わせ必要) ","○試用期間:3カ月
○試用期間は賞与算定期間外とする
○人事考課により昇給·賞与を算定する
○報奨金制度あり (介護福祉士取得時など) 
○ホームページをご覧ください (事業内容等) 
○既卒者·中退者の応募にはハローワークの紹介状が必要です
○新卒者の入社日:令和9年3月23日
〇履歴書は手書き·パソコン入力どちらでも可",854,050,050-01,,,鹿児島県曽於市,,,0077,,,,,,,,,,,,,2026年07月03日 14:11,2026年07月03日 14:11,バーコードスキャン,求人番号_46080-108969.pdf,福祉・介護の職業,施設介護の職業,高齢者入所型施設介護員,医療/福祉に関わる,介護,,,,,,0,361,介護職員（医療・福祉施設等）,,
2026,40010-1358669,福岡中央公共職業安定所,4001-621760-2,可,キュウシュウセイノウウンユ カブシキガイシャ,九州西濃運輸 株式会社,812-0881,福岡県福岡市博多区井相田1-1-56,西鉄バス「板付6丁目」バス停駅 から 徒歩1分,代表取締役社長 中田 晃,9290001052202,https://www.kyushu-seino.co.jp/,1649,1649,昭和18年,1億円,"一般貨物運送業。九州西濃運輸はセイノーグループが提供する
路線ネットの一翼を担い、全国に広がる西濃物流網の九州圏内
を担当している会社です。","九州西濃運輸は企業間物流取扱量国内ナンバーワンを誇り、カンガ
ルー便でお馴染みのセイノーグループの、九州エリアの集荷·配達
を担当する会社です。",正社員,トラック整備士,"*自社で使用する車両管理 (トラック·フォークリフトの点検·整備) を行い
ます。私たちの商売道具であるトラックを整備するとても重要な仕事です。
*まずは簡単な点検や整備から学び、トラック整備に関する基礎的な知識と
技術を習得します。その後、仕事の幅を広げるために、整備士資格 (三級·
二級整備士、検査員) などを取得していただきます。
*自動車整備について学んだ方はもちろん、整備について学んだことがなくて
も興味がある方歓迎です。知識·資格は入社後に取得していたきますので、
全学科から募集します。
将来の配置:状況に応じ当社業務全般",803-0801,"福岡県北九州市小倉北区西港町85-1
※ほか補足事項欄参照",,0,0,10,"必須
普通自動車運転免許 (MT) 
*整備するトラックがマニュアル車であるため
*誕生日を考慮します
*準中型免許·中型免許の取得費用は
入社後免許を取得する際、会社が費用を全額負担いたします
*整備士免許は入社後に全額会社負担で取得していただきます",あり,可,あり,なし,137800,200695,あり,あり,22,変形労働時間制 (1ヶ月単位),日祝 その他,08:00-17:00,08:30-17:30,,110,可,令和8年11月1日以降,可,随時,人事部 次長,前田 大輔,マエダ ダイスケ,092-591-1650,092-591-1652,saiyou@shw.seino.co.jp,"*就業場所 住所詳細は弊社ホームページでご確認ください。
·福岡県 福岡工場 北九州支店 福岡北支店
·佐賀県 唐津工場 鳥栖支店
·熊本県 熊本支店
·大分県 大分支店
·宮崎県 宮崎支店 ·鹿児島県 鹿児島支店
*転勤:転居を伴う転勤は原則ありませんが、将来的に地元へ
戻りたいなどの相談は個別に対応いたします。
*赴任旅費、選考旅費:学校を起点とした公共交通機関利用費を
支給 (上限20,000円) *高校中退者の応募:概ね3年以内","*賃金手取見込額 167,712円 (控除額32,983円) 
*地域手当:福岡県下の事業所·鳥栖支店 +4,000円
*入寮について:要相談 (単身ワンルーム) 
入寮の場合:家賃控除8,500円〜/月
※寮が提供できない場合は住宅手当20,000円を支給
水光熱費:物件により自己負担あり
*応募前職場見学における見学場所:ご相談ください。
見学場所と就業場所が異なる場合でも対応いたします。
*応募書類作成「どちらも可」",441,075,075-03,,,福岡県福岡市博多区,,,0087,,,,,,,,,,,,,2026年07月03日 14:11,2026年07月03日 14:11,バーコードスキャン,求人番号_40010-1358669.pdf,製造・修理・塗装・製図等の職業,機械整備・修理工,自動車整備・修理工,生産/製造に関わる,整備/修理,,,,,,0,553,自動車整備・修理従事者,,
2026,46010-374269,鹿児島公共職業安定所,4601-4565-0,可,カゴシマニヤクカイリクウンユカブシキガイシャ,鹿児島荷役海陸運輸 株式会社,891-0132,鹿児島県鹿児島市七ツ島1-79,,代表取締役社長 杉木 保隆,6340001001008,https://www.kaniyaku.co.jp/,305,34,昭和32年,"8,640万円",一般港湾運送業。一般貨物自動車運送業、内航海運業,"大阪·福岡·鹿児島から沖縄への海上貨物輸送。一般貨物·飼料·
高圧ガス·セメントの陸上輸送。鹿児島港·志布志港での港湾荷役
業。陸上·港湾·海上が連携した『総合物流サービス』企業です。",正社員,"港湾荷役作業員
〔志布志営業所〕","1.船内作業
船内にて貨物の積込み、積降ろしを行います。
2.沿岸作業
港にて貨物の荷降ろし作業を行います。
3.コンテナ詰め
コンテナへ貨物の積込みや取り出し作業を行います。
4.倉庫内の入出庫管理
《業務の変更範囲:変更なし》",899-7103,鹿児島県志布志市志布志町志布志3223-6,,3,0,0,"必須
普通自動車第一種免許:AT限定不可
 (入社後取得可) ",なし,可,なし,なし,128000,200000,あり,あり,25,,日 その他,07:30-16:45,,,105,可,令和8年10月1日以降,可,随時,総務課 課長代理,村田 清之,ムラタ キヨユキ,099-263-0289,099-263-0061,soumu-k@kaniyaku.co.jp,"〇福利厚生面での充実を図っており、霧島に温泉付宿泊施設あり。
キャンピングカー貸出し制度あり。
〇表彰制度
·永年勤続表彰 (10年、20年、30年、40年) 
·交通無事故無違反表彰 (20年、30年、40年) 
·善行功労表彰·業績表彰
〇大型一種·けん引·大型特殊の免許取得促進のため従業員貸付
金制度あり。
〇家賃補助制度あり。","〇基本給、職種手当は当月26日支払い。
その他手当や残業手当は末締め翌月26日支払いになります。
〇試用期間:6ヶ月 (6ヶ月未満:賞与·退職金制度なし) 
6ヶ月経過後は賞与、退職金制度の対象となります。
〇履歴書:手書き·パソコン作成どちらも可
〇応募前職場見学を随時行っておりますので希望される場合、
事前に担当者あてに連絡をお願いします。",481,095,095-01,,,鹿児島県志布志市,,,0079,,,,,,,,,,,,,2026年07月03日 14:11,2026年07月03日 14:11,バーコードスキャン,求人番号_46010-374269.pdf,運搬・清掃・包装・選別等の職業,荷役・運搬作業員,港湾荷役作業員,運輸/物流に関わる,倉庫/作業,,,,,,0,702,船内・沿岸荷役従事者,,
2026,40010-1356769,福岡中央公共職業安定所,4001-621760-2,可,キュウシュウセイノウウンユ カブシキガイシャ,九州西濃運輸 株式会社,812-0881,福岡県福岡市博多区井相田1-1-56,西鉄バス「板付6丁目」バス停駅 から 徒歩1分,代表取締役社長 中田 晃,9290001052202,https://www.kyushu-seino.co.jp/,1649,1649,昭和18年,1億円,"一般貨物運送業。九州西濃運輸はセイノーグループが提供する
路線ネットの一翼を担い、全国に広がる西濃物流網の九州圏内
を担当している会社です。","九州西濃運輸は企業間物流取扱量国内ナンバーワンを誇り、カンガ
ルー便でお馴染みのセイノーグループの、九州エリアの集荷·配達
を担当する会社です。",正社員,倉庫作業員,"*当社事業所構内 (プラットホーム) で全国から集めた、あるいは全国へ出荷
する様々な商品 (輸送貨物) を方面別に仕分けることが主な仕事内容です。
*一部重量物についてはフォークリフト等の省力機器を使って作業します。
*いろんな職種の方や貨物を運んできた他店所のドライバーと話す機会も
あるので、コミュニケーション能力や礼節も学ぶことができます。
*現場作業を取り仕切ることもあり、段取り力も身に付きます。
*体を動かして仕事がしたい方歓迎です。
*コミュニケーションを大切にする業務です。
将来の配置:状況に応じ当社業務全般",812-0881,"福岡県福岡市博多区井相田1-1-56
※ほか補足事項欄参照",西鉄バス「板付6丁目」バス停駅 から 徒歩1分,0,0,10,"あれば尚可
普通自動車運転免許 (MTが望ましい) 
*誕生日を考慮します。
*入社後の取得も可とします。",あり,可,あり,なし,135000,182560,あり,あり,29,変形労働時間制 (1ヶ月単位),その他,07:00-16:00,08:00-17:00,10:00-19:00,110,可,令和8年11月1日以降,可,随時,人事部 次長,前田 大輔,マエダ ダイスケ,092-591-1650,092-591-1652,saiyou@shw.seino.co.jp,"*就業場所 住所詳細は弊社ホームページでご確認ください。
·福岡県 福岡都市圏の支店 北九州支店 豊前営業所
·佐賀県 佐賀支店 鳥栖支店 鳥栖物流センター 武雄支店
·長崎県 長崎西営業所 (西彼杵郡時津町) ·熊本県 熊本支店
·大分県 大分支店 ·宮崎県 都城支店 延岡営業所
·鹿児島県 鹿児島支店
*転勤:転居を伴う転勤は原則ありませんが、将来的に地元へ
戻りたいなどの相談は個別に対応いたします。
*赴任旅費、選考旅費:学校を起点とした公共交通機関利用費を
支給 (上限20,000円) *高校中退者の応募:概ね3年以内","*賃金手取見込額 153,141円 (控除額29,419) 
*地域手当:福岡県下の事業所·鳥栖支店 +4,000円
*入寮について:要相談 (単身ワンルーム) 
入寮の場合:家賃控除8,500円〜/月
※寮が提供できない場合は住宅手当20,000円を支給
水光熱費:物件により自己負担あり
*応募前職場見学における見学場所:ご相談ください。
見学場所と就業場所が異なる場合でも対応いたします。
*応募書類作成「どちらも可」",441,095,095-03,,,福岡県福岡市博多区,,,0086,,,,,,,,,,,,,2026年07月03日 14:11,2026年07月03日 14:11,バーコードスキャン,求人番号_40010-1356769.pdf,運搬・清掃・包装・選別等の職業,荷役・運搬作業員,倉庫作業員,運輸/物流に関わる,倉庫/作業,,,,,,0,704,倉庫作業従事者,,
2026,40010-1348769,福岡中央公共職業安定所,4001-621760-2,可,キュウシュウセイノウウンユ カブシキガイシャ,九州西濃運輸 株式会社,812-0881,福岡県福岡市博多区井相田1-1-56,西鉄バス「板付6丁目」バス停駅 から 徒歩1分,代表取締役社長 中田 晃,9290001052202,https://www.kyushu-seino.co.jp/,1649,1649,昭和18年,1億円,"一般貨物運送業。九州西濃運輸はセイノーグループが提供する
路線ネットの一翼を担い、全国に広がる西濃物流網の九州圏内
を担当している会社です。","九州西濃運輸は企業間物流取扱量国内ナンバーワンを誇り、カンガ
ルー便でお馴染みのセイノーグループの、九州エリアの集荷·配達
を担当する会社です。",正社員,事務系営業職,"*お客様 (法人) から物流に関するお困りごとを聞き、解決プランを立てて
実行する活動 (営業) を行っていただきます。尚入社直後は研修として
1〜2年程度は物流の基礎や当社で働く基礎として「ヒト·モノ·カネ」の
流れを学んでいただくべく、色々な係を経験していただきます。
*営業活動開始時は、まずは先輩社員と一緒に行動し、営業活動の基本を学ん
でいただきますので、ご安心ください。
*お客様のお困り事は様々です。お客様目線 (相手の立場に立ち) で物事を
考えながら行動することに挑戦できる職種です。
将来の配置:管理業務などへの係換えの可能性あり",812-0881,福岡県福岡市博多区井相田1-1-56,西鉄バス「板付6丁目」バス停駅 から 徒歩1分,0,0,5,"あれば尚可
普通自動車運転免許 (MTが望ましい) 
*誕生日を考慮します。
*入社後の取得可",あり,可,あり,なし,138000,185560,あり,あり,28,変形労働時間制 (1ヶ月単位),その他,08:00-17:00,09:00-18:00,10:00-19:00,110,可,令和8年11月1日以降,可,随時,人事部 次長,前田 大輔,マエダ ダイスケ,092-591-1650,092-591-1652,saiyou@shw.seino.co.jp,"*就業場所 住所詳細は弊社ホームページでご確認ください。
·福岡県 福岡都市圏の支店 北九州支店 筑豊支店
·佐賀県 佐賀支店 鳥栖支店 武雄支店 ·熊本県 熊本支店
·長崎県 長崎支店 (諫早市) 長崎西営業所 (西彼杵郡時津町) 
·大分県 大分支店 ·宮崎県 宮崎支店 都城支店
·鹿児島県 鹿児島支店 川内営業所
*転勤:転居を伴う転勤は原則ありませんが、将来的に地元へ
戻りたいなどの相談は個別に対応いたします。
*赴任旅費、選考旅費:学校を起点とした公共交通機関利用費を
支給 (上限20,000円) *高校中退者の応募:概ね3年以内","*賃金手取見込額 154,595円 (控除額30,965円) 
*地域手当:福岡県下の事業所と鳥栖支店は+4,000円
*成果に応じたインセンティブ手当あり
*入寮について:要相談 (単身ワンルーム) 
入寮の場合:家賃控除 8,500円〜/月 自己負担
※寮が提供できない場合は住宅手当20,000円を支給
水光熱費:物件により自己負担あり
*応募前職場見学における見学場所:ご相談ください。
見学場所と就業場所が異なる場合でも対応いたします。
*応募書類作成「どちらも可」",441,042,042-02,048,048-99,福岡県福岡市博多区,,,0082,,,,,,,,,,,,,2026年07月03日 14:11,2026年07月03日 14:11,バーコードスキャン,求人番号_40010-1348769.pdf,事務的職業,運輸・郵便事務の職業,運行管理事務員,事務に関わる,物流事務,販売・営業の職業,営業の職業,その他の営業の職業,営業に関わる,営業,0,302,運行管理事務員,349,その他の営業職業従事者
2026,46030-125869,鹿屋公共職業安定所,4603-102107-6,可,シャカイフクシホウジン フクジュカイ ルーピンノサト,社会福祉法人 福寿会 ルーピンの里,893-1612,鹿児島県肝属郡東串良町池之原2077番地1,,理事長 福留 利郎,5340005006598,http://www.ru-pin.jp,129,99,平成7年,,"施設へ入所されている利用者皆さまへ介護職員や看護職員、生活相
談員、ケアマネージャー、管理栄養士等の専門スタッフが利用者1
人1人に合わせた介護を行っています。【パンフレットあり】","平成7年4月特別養護老人ホームに東串良町より受託したデイサー
ビスセンターと在宅介護支援センターを併設して開園しました。特
老に80名入所しておられます。",正社員,"介護職
(東串良町または大崎町)","○特別養護老人ホーム、デイサービス、グループホームの
利用者の介護 (食事·入浴·排泄介助) のお仕事です。
※配属先は本人の意向を考慮し決定します。
○夜勤は採用後3か月後を目途に様子をみながら従事していただきます。
○就業時間 (夜勤 *月3〜4回) 
 (4) 16:00〜翌 9:00 2人体制 従来型 (特養) 50名
22:00〜翌 7:00 2人体制 ユニット型 (特養) 30名
22:00〜翌 9:00 1人体制 グループホーム 9名
*変更範囲:変更なし",893-1612,肝属郡東串良町池之原 (事業所所在地) 、または大崎町2事業所,,3,0,0,不問,あり,可,なし,なし,137250,175550,あり,あり,2,変形労働時間制 (1ヶ月単位),その他,09:00-18:15,06:30-15:45,10:15-19:30,103,可,令和8年10月1日以降,可,随時,事務次長,吉永 広史,ヨシナガ ヒロフミ,0994-63-0700,0994-63-0702,,"*昇給は750円〜3,750円となります。
*夜勤手当は配属先により1回4,500円〜8,000円支給。
*中退者 (18歳未満) は22時〜5時までの勤務はできません。
*履歴書:手書き·パソコン作成どちらも可","◎配属先は下記のいずれか (就業場所は事業所所在地と同じ。
グループホームは大崎町の事業所も有り。) 
·特別養護老人ホーム·デイサービスセンター·グループホーム
*転勤範囲:大崎町事業所 (グループホーム大崎、すまいる) 、
同一法人内施設 (同敷地内) での異動の可能性があります。
*介護福祉士取得者の基本給は15万円となります。
*資格手当は介護福祉士所有の場合に対象となります。
*応募前見学可能です。見学希望の場合はお問い合わせ下さい。
◆鹿児島労働局HPで企業PR動画掲載中
◆令和8年6月26日「公正な採用·選考について」等にて説明済",854,050,050-01,,,鹿児島県肝属郡東串良町,,,0089,,,,,,,,,,,,,2026年07月03日 14:11,2026年07月03日 14:11,バーコードスキャン,求人番号_46030-125869.pdf,福祉・介護の職業,施設介護の職業,高齢者入所型施設介護員,医療/福祉に関わる,介護,,,,,,0,361,介護職員（医療・福祉施設等）,,
2026,46040-245769,国分公共職業安定所,4604-13966-1,可,カブシキガイシャ ホンダカゴシマ,株式会社 ホンダ鹿児島,899-5117,鹿児島県霧島市隼人町見次1092-1,,代表取締役社長 服部 浩幸,1340001007364,https://www.hondanet.co.jp/hondacars-kagoshimakita/,60,15,昭和43年,"1,000万円","ホンダ車専門の自動車販売企業
【静止画像あり】",『お客様第一』がモットーの、地域密着型カ-ディ-ラー。,正社員,自動車整備士,"○車両の点検、車検、一般整備、故障車の修理、整備業務等に従事します。
始めは補助業務から始めていただき、将来的には自動車整備士等の資格取得
をしていただきます。
·車の洗車、清掃 ·お客様対応
·引き取り、納車 ·その他付随する業務
*車の状況や修理の内容について、お客様に直接説明することもあります。
*従事すべき業務の変更範囲:変更なし",899-5117,鹿児島県霧島市隼人町見次1092-1,,5,0,0,不問,あり,可,なし,なし,170000,190000,あり,あり,10,,水 その他,09:00-18:00,,,110,可,令和8年10月1日以降,可,随時,本社 常務取締役,柿木田 清輝,カキノキダ,0995-44-6262,0995-44-6263,hayato.pks02@honda-auto.ne.jp,"*試用期間:6ヶ月/同条件
*マイカー通勤可:駐車場敷地内/自己負担なし
*転勤範囲:霧島市、姶良市
*履歴書:手書き·パソコン作成どちらでも可",,591,075,075-03,,,鹿児島県霧島市,,,0076,,,,,,,,,,,,,2026年07月03日 14:11,2026年07月03日 14:11,バーコードスキャン,求人番号_46040-245769.pdf,製造・修理・塗装・製図等の職業,機械整備・修理工,自動車整備・修理工,生産/製造に関わる,整備/修理,,,,,,0,553,自動車整備・修理従事者,,
2026,40010-1502369,福岡中央公共職業安定所,4001-621760-2,可,キュウシュウセイノウウンユ カブシキガイシャ,九州西濃運輸 株式会社,812-0881,福岡県福岡市博多区井相田1-1-56,西鉄バス「板付6丁目」バス停駅 から 徒歩1分,代表取締役社長 中田 晃,9290001052202,https://www.kyushu-seino.co.jp/,1649,1649,昭和18年,1億円,"一般貨物運送業。九州西濃運輸はセイノーグループが提供する
路線ネットの一翼を担い、全国に広がる西濃物流網の九州圏内
を担当している会社です。","九州西濃運輸は企業間物流取扱量国内ナンバーワンを誇り、カンガ
ルー便でお馴染みのセイノーグループの、九州エリアの集荷·配達
を担当する会社です。",正社員,事務職,"*「運ぶ」をキーワードにお客様やドライバーと連絡を取り合いながら
「ヒト·モノ·カネ」を管理し物流全体をコントロールする仕事です。
*貨物の配送状況確認·運賃見積や管理業務 (総務·労務·経理) や営業など
仕事内容は多岐に渡ります。物流関連の専門知識はもちろん、仕事の幅の広さ
から多くの人と関わるため、コミュニケーション能力も身に付きます。
*力仕事として貨物の取扱いあり (デスクワークだけではありません) 。
*色んな方と協力して行っていく仕事です。積極的にコミュニケーションを
活かせる業務です。段取り力も身に付きます。
将来の配置:状況に応じ当社業務全般",812-0881,"福岡県福岡市博多区井相田1-1-56
※ほか 補足事項欄参照
希望は考慮しますが、希望店所以外への配属の可能性もあります",,0,0,5,"あれば尚可
普通自動車運転免許 (MTが望ましい) 
*誕生日を考慮します。
*入社後の取得可",あり,可,あり,なし,138000,185560,あり,あり,28,変形労働時間制 (1ヶ月単位),その他,08:00-17:00,09:00-18:00,10:00-19:00,110,可,令和8年11月1日以降,可,随時,人事部 次長,前田 大輔,マエダ ダイスケ,092-591-1650,092-591-1652,saiyou@shw.seino.co.jp,"*就業場所 住所詳細は弊社ホームページでご確認ください。
·福岡県 福岡都市圏の支店 北九州支店 筑豊支店 豊前営業所
大牟田営業所
·佐賀県 鳥栖支店 鳥栖物流センター ·熊本県 熊本支店
·長崎県 長崎支店 (諫早市) 長崎西営業所 (西彼杵郡時津町) 
·大分県 大分支店 ·宮崎県 宮崎支店 都城支店
*転勤:転居を伴う転勤は原則ありませんが、将来的に地元へ
戻りたいなどの相談は個別に対応いたします。
*赴任旅費、選考旅費:学校を起点とした公共交通機関利用費を
支給 (上限20,000円) *高校中退者の応募:概ね3年以内","*賃金手取見込額 154,595円 (控除額30,965円) 
*地域手当:福岡県下の事業所·鳥栖支店 +4,000円
*入寮について:要相談 (単身ワンルーム) 
入寮の場合:家賃控除8,500円〜/月
※寮が提供できない場合は住宅手当20,000円を支給
水光熱費:物件により自己負担あり
*応募前職場見学における見学場所:ご相談ください。
見学場所と就業場所が異なる場合でも対応いたします。
*応募書類作成「どちらも可」",441,042,042-02,,,福岡県福岡市博多区,,,0083,,,,,,,,,,,,,2026年07月03日 14:11,2026年07月03日 14:11,バーコードスキャン,求人番号_40010-1502369.pdf,事務的職業,運輸・郵便事務の職業,運行管理事務員,事務に関わる,物流事務,,,,,,0,302,運行管理事務員,,
2026,46010-373369,鹿児島公共職業安定所,4601-4565-0,可,カゴシマニヤクカイリクウンユカブシキガイシャ,鹿児島荷役海陸運輸 株式会社,891-0132,鹿児島県鹿児島市七ツ島1-79,,代表取締役社長 杉木 保隆,6340001001008,https://www.kaniyaku.co.jp/,305,42,昭和32年,"8,640万円",一般港湾運送業。一般貨物自動車運送業、内航海運業,"大阪·福岡·鹿児島から沖縄への海上貨物輸送。一般貨物·飼料·
高圧ガス·セメントの陸上輸送。鹿児島港·志布志港での港湾荷役
業。陸上·港湾·海上が連携した『総合物流サービス』企業です。",正社員,"港湾荷役作業員
〔七ツ島:谷山営業本部〕","1.船内作業
船内にて貨物の積込み、積降ろしを行います。
2.沿岸作業
港にて貨物の荷降ろし作業を行います。
3.コンテナ詰め
コンテナへ貨物の積込みや取り出し作業を行います。
《業務の変更範囲:変更なし》",891-0132,鹿児島県鹿児島市七ツ島1丁目84,,3,0,0,"必須
普通自動車第一種免許:AT限定不可 (入社後取得可) ",なし,可,なし,なし,128000,205500,あり,あり,25,,日 その他,06:45-16:00,,,105,可,令和8年10月1日以降,可,随時,総務部 部長,福留 真也,フクドメ シンヤ,099-263-0289,099-263-0061,soumu-k@kaniyaku.co.jp,"〇福利厚生面での充実を図っており、霧島に温泉付宿泊施設あり。
キャンピングカー貸出し制度あり。
〇表彰制度
·永年勤続表彰 (10年、20年、30年、40年) 
·交通無事故無違反表彰 (20年、30年、40年) 
·善行功労表彰·業績表彰
〇大型一種·けん引·大型特殊の免許取得促進のため従業員貸付金
制度あり。
〇家賃補助制度あり","〇基本給、職種手当は当月26日支払い。
その他手当や残業手当は末締め翌月26日支払いになります。
〇試用期間:6ヶ月 (6ヶ月未満:賞与·退職金制度なし) 
6ヶ月経過後は賞与·退職金制度の対象となります。
〇履歴書:手書き·パソコン作成どちらも可
〇応募前職場見学を随時行っておりますので希望される場合、
事前に担当者あてに連絡をお願いします。",481,095,095-01,,,鹿児島県鹿児島市,,,0080,,,,,,,,,,,,,2026年07月03日 14:11,2026年07月03日 14:11,バーコードスキャン,求人番号_46010-373369.pdf,運搬・清掃・包装・選別等の職業,荷役・運搬作業員,港湾荷役作業員,運輸/物流に関わる,倉庫/作業,,,,,,0,702,船内・沿岸荷役従事者,,
