求人年度,求人番号,受付安定所,事業所番号,インターネットへの公開,事業所名 カナ,事業所名,郵便番号（所在地）,住所（所在地）,アクセス（所在地）,代表者名,法人番号,ホームページ,従業員数（企業全体）,従業員数（就業場所）,設立,資本金,事業内容,会社の特長,雇用形態,職種,仕事の内容,郵便番号（就業場所）,住所（就業場所）,アクセス（就業場所）,求人数（通勤）,求人数（住込）,求人数（不問）,必要な知識・技能等,転勤の可能性,マイカー通勤の可否,入居可能住宅（単身用）,入居可能住宅（世帯用）,基本給,月給（基本給+手当+残業代）,賞与有無（新卒）,時間外労働の有無,時間外労働の月平均時間数,変形労働時間制の種類,休日等,就業時間1,就業時間2,就業時間3,年間休日数,複数応募の受け入れ,複数応募開始の日程,職場見学の受け入れ,職場見学の日程,課係名・役職名（担当者）,氏名（担当者）,氏名カナ（担当者）,電話番号（担当者）,FAX（担当者）,Eメール（担当者）,補足事項,特記事項,産業分類,職業分類（3桁）,職業分類（5桁）,職業分類2（3桁）,職業分類2（5桁）,就業場所住所（市区町村）,就業場所住所2（市区町村）,就業場所住所3（市区町村）,管理番号,対象学科,エリア,卒業生の入社実績,その他の分類,募集人数,来校の有無,二次募集の有無,職場見学人数,応募人数,入社人数,備考,申送り事項,公開日時,最終更新日時,登録方法,元ファイル名,職業分類（ハローワーク）大分類,職業分類（ハローワーク）中分類,職業分類（ハローワーク）小分類,職業分類（handy）大分類,職業分類（handy）中分類,職業分類2（ハローワーク）大分類,職業分類2（ハローワーク）中分類,職業分類2（ハローワーク）小分類,職業分類2（handy）大分類,職業分類2（handy）中分類,お気に入り登録数,職業分類コード（日本標準職業分類への変換）,職業分類（日本標準職業分類への変換）,職業分類2コード（日本標準職業分類への変換）,職業分類2（日本標準職業分類への変換）
2026,46080-127269,大隅公共職業安定所,4608-100602-4,可,ユウゲンカイシャ ニクシツケンキュウボクジョウ,有限会社 肉質研究牧場,899-8313,鹿児島県曽於郡大崎町野方5950,,代表取締役社長 合志 文利,8340000000000,https://nikken-farm.jp,130,18,昭和62年,"4億9,996万円",畜産農業、養豚の一貫経営で主に肉豚の生産販売,"昭和62年創業以来 順調に業績を伸ばし、約80億円の売上実績
。積極経営を展開、プリマハム向けを中心に将来性豊かな会社であ
る。能力主義の採用",正社員,作業員,"◎豚飼育管理業務全般
〇豚の繁殖、育成、肥育業務
〇体調管理
〇給餌作業
〇畜舎内外の清掃管理等
〇その他付随する業務
※入社後は、現場研修により、丁寧に指導いたします。
【業務の変更範囲:変更無し】",899-7513,"鹿児島県志布志市有明町山重11897—4
他県内7ヵ所の農場",,1,0,0,"必須
普通自動車免許 (AT限定可) ",あり,可,なし,なし,191500,191500,あり,あり,10,,その他,08:00-17:00,,,85,可,令和8年10月1日以降,可,随時,総務部,中島,ナカジマ,099-478-8010,099-478-8030,,"中尾農場 鹿児島県志布志市有明町山重11897-4
山之内農場 鹿児島県鹿屋市串良町有里4788-2
井手農場 鹿児島県曽於市大隅町月野10616-1
川元農場 鹿児島県曽於市大隅町月野8427
黒豚第一農場 鹿児島県志布志市有明町伊崎田2781-9
黒豚第二農場 鹿児島県志布志市有明町山重11879-3
吉倉農場 鹿児島県鹿屋市串良町下小原3716-1
山川農場 鹿児島県鹿屋市串良町細山田4339-2
川崎農場 鹿児島県曽於郡大崎町野方2414
開聞農場 鹿児島県指宿市開聞仙田6373-17","○賞与·昇給:昨年度は新規学卒者の採用がなかったため実績なし
ですが会社規定により支給あり。
○試用期間:3ヶ月 (時給1030円) 
○その他手当
·住宅手当あり",12,64,064-03,,,鹿児島県曽於郡大崎町,鹿児島県志布志市,鹿児島県鹿屋市,2894,,,,,,,,,,,,,2026年08月18日 13:44,2026年08月18日 13:44,バーコードスキャン,求人番号_46080-127269.pdf,農林漁業の職業,農業の職業（養畜・動物飼育・植木・造園を含む）,家畜・家きん飼育作業員,農林水産業に関わる,農業,,,,,,0,462,養畜従事者,,
2026,40010-1404869,福岡中央公共職業安定所,4001-133242-8,可,カブシキガイシャ サカモトキソコウギョウ,株式会社 坂本基礎工業,811-2101,福岡県糟屋郡宇美町宇美3丁目3-2,,代表取締役 坂本 博臣,7290000000000,https://sakamotokiso.jp/,29,29,平成10年,300万円,"建築工事、土木工事現場において杭築造の工事を行う会社です。近
年需要の高まっている建造物建て替えに伴う杭の撤去工事や引き抜
き工事も行っています。","当社は少規模な会社ですが、職人のレベルの高いプロ集団です。施
工現場においても高い技術力評価を頂いています。また、資格取得
においても進んで取り組んでいます。",正社員,ビル、マンション、公共施設の杭基礎工事,"建物を支える「土台 (基礎) 」を作る仕事です。
まずは現場で先輩のサポートをしながら、
仕事の流れを覚えることからスタート!
将来は希望に合わせて現場をまとめる「管理職」か
大型重機操縦の「オペレーター」のプロを目指せます。
AIには真似できない一生モノの技術を身に付けて
共に成長しましょう!
将来の配置:本人の希望や状況に応じ当社業務全般",811-2101,"福岡県糟屋郡宇美町宇美3丁目3-2
※福岡県内の各現場",,0,0,3,"あれば尚可
普通自動車免許 (AT限定可) 、原動機付自転車免許保持が望まし
い (入社後の取得可) ",なし,可,あり,なし,215000,285313,あり,あり,15,変形労働時間制 (1ヶ月単位),日 その他,08:00-18:00,,,107,可,令和8年11月1日以降,可,随時,1、総務課·機材センター長 2、代表取締役,"1,佐藤 2,坂本","1,サトウ 2,サカモト",092-957-9191,092-957-9190,,"·面接は2回実施する場合があります。
·応募前職場見学については事前にご連絡ください。
·応募前職場見学への参加の有無によって採否を決定するものでは
ありません。
·高校中退者の応募可:中退後概ね1年以内
·履歴書は手書き、PCどちらでも可
·選考旅費·赴任旅費いずれも県外の場合上限30,000円。
離島等遠方の場合は上限60,000円
·前年度、新卒採用がなかったため昇給·賞与の実績はありません
が規定はあります。","·独身寮完備 (5畳程度。部屋数に限りがあるため要相談) 
寮費20,000円、光熱費5,000円
·賃金手取見込額237,615円
 (月額285,313円、控除額47,698円) 
·特別に支払われる手当
【資格手当】当社が定める資格を有している場合、
【現場技術手当】当社で定めるスキルを習得した場合、
スキルに応じて追加加算。
【家族手当】配偶者、子供を扶養している場合。
【住宅手当】当社規定により対象となる場合に支給。",79,92,092-01,89,089-04,福岡県糟屋郡宇美町,,,2895,,,,,,,,,,,,,2026年08月18日 13:44,2026年08月18日 13:44,バーコードスキャン,求人番号_40010-1404869.pdf,建設・土木・電気工事の職業,土木の職業,建設・土木作業員,建設/建築/土木に関わる,土木工事,配送・輸送・機械運転の職業,施設機械設備操作・建設機械運転の職業,クレーン・巻上機運転工,運輸/物流に関わる,機械運転,0,681,土木従事者,643,クレーン・ウインチ運転従事者
2026,46040-300169,国分公共職業安定所,4604-615004-7,可,ユメチクザン カブシキガイシャ,夢竺山 株式会社,899-5231,鹿児島県姶良市加治木町反土2368,加治木駅 から 徒歩15分,代表取締役 上枝 学,2340000000000,https://yumechikuzan.jp/,8,8,平成23年,100万円,林業に付随する業務及び植付け、下刈り竹林環境整備,"全国一位の竹林面積を占める鹿児島で荒廃した竹林を整備していく
仕事です。100年先未来の森作りをする会社です。",正社員,森林整備事業,"○森林整備に関する作業全般
·森林の草払い·伐採 (慣れてきた方についてはチェーンソー等使用します) 
·竹の枝打ち ·伐採した竹の搬出、運搬·道具のメンテナンス
·その他付随する業務*道具 (ヘルメット·軍手含む) は支給します
*気力·体力と安全性が第一の仕事です
*社用車使用
*初心者の方については、体力·技能等を考慮しながら指導します
※現場は主に姶良市内·鹿児島県内です (事業所集合後、移動) 
*従事すべき業務の変更範囲:変更なし",899-5201,鹿児島県姶良市加治木町西別府5161 (現場事務所),,2,0,0,不問,なし,可,なし,なし,190800,190800,あり,あり,5,交替制 (シフト制),土日 その他,07:30-17:00,05:00-14:30,,110,可,令和8年10月1日以降,可,随時,代表取締役,上枝,カミエダ,090-8323-4498,0995-62-4399,yumechikuzan@gmail.com,"*試用期間:3ヶ月/時給制1026円
*履歴書:手書き·パソコン作成
*基本給=日給 (9000円) ×21.2で算出
*就業時間 (1) は冬、 (2) は夏","森林での仕事である為、体力勝負であること。自然を相手にしてい
るため暑い時もあれば、寒い時もあります。「次の世代に受け継げ
る地球人」を求めております。弊社に携わる事で、何か一つでも発
見されることを願っております
*マイカー通勤可:駐車場敷地内/本人負担なし
*土曜日·日曜日は原則休みのため、プライベートとの両立可
 (※雨天にて作業出来なかった場合、振り替え作業あり。相談に応
じます。) ",21,65,065-99,,,鹿児島県姶良市,,,2859,,,,,,,,,,,,,2026年08月18日 08:44,2026年08月18日 08:44,バーコードスキャン,求人番号_46040-300169.pdf,農林漁業の職業,林業の職業,その他の林業の職業,農林水産業に関わる,林業,,,,,,0,479,その他の林業従事者,,
2026,46120-44169,指宿公共職業安定所,4612-14630-8,可,ユウゲンガイシャ イブスキシュウスイエン,有限会社 いぶすき秀水園,891-0406,鹿児島県指宿市湯の浜5丁目27-27,,代表取締役 湯通堂 温,2340000000000,http://www.syusuien.co.jp,66,66,昭和38年,"3,000万円","旅館業
「事業所画像情報あり」","日本文化や日本食、指宿温泉「砂蒸し温泉」を愛でる日々と、お客
様への“おもてなし”の心を大切に日々精進しております。日本食
を勉強したい方、日本文化に興味がある方はぜひご応募ください。",正社員,おもてなし接客職(仲居),"◎おもてなし接客 (お客様係) 
·お客様のお出迎えからお見送りまでのお世話係です。
主な業務内容として、朝夕の会席料理のサービスとお部屋での
布団敷きやお茶だしのサービス等です。
※変更の範囲:会社の定める業務",891-0406,鹿児島県指宿市湯の浜5丁目27-27,,0,0,2,不問,なし,可,あり,なし,178200,188600,あり,あり,2,変形労働時間制 (1年単位),その他,07:00-10:30,16:00-22:00,,105,可,令和8年10月1日以降,可,随時,総務人事経理部,小川 真由,オガワ マユ,0993-22-2036,0993-24-4992,ogawa@syusuien.co.jp,"〇当館は「プロが選ぶ日本のホテル旅館100選」の料理部門に
おいて40年連続1位を受賞いたしました。
〇創業63周年を迎えており、今後も様々なプランでお客様を
おもてなしして参ります。
〇スポーツジムの無料利用制度有り
〇置き型社食「オフィスおかん」有り
〇接客係は夕食時、着物にてサービスを行っており、着物の着付け
や、日本の伝統的な作法を身に付ける事ができます。
〇応募前職場見学は随時可能です。事前に電話にてご連絡ください","〇就業時間:交代制 (シフト制)  (1) →中休み→ (2) 
〇地元以外の遠方からの採用者に関しましては、男女共それぞれ
寮のご用意があります (男子寮:共用、女子寮:個別) 
*履歴書:手書き·パソコン作成どちらも可",751,56,056-04,56,056-05,鹿児島県指宿市,,,2860,,,,,,,,,,,,,2026年08月18日 08:44,2026年08月18日 08:44,バーコードスキャン,求人番号_46120-44169.pdf,サービスの職業,接客・給仕の職業,旅館・ホテルフロント係,接客/サービスに関わる,接客,サービスの職業,接客・給仕の職業,旅館・ホテル接客係,接客/サービスに関わる,接客,0,404,身の回り世話従事者,404,身の回り世話従事者
2026,46120-45669,指宿公共職業安定所,4612-14630-8,可,ユウゲンガイシャ イブスキシュウスイエン,有限会社 いぶすき秀水園,891-0406,鹿児島県指宿市湯の浜5丁目27-27,,代表取締役 湯通堂 温,2340000000000,http://www.syusuien.co.jp,66,66,昭和38年,"3,000万円","旅館業
「事業所画像情報あり」","日本文化や日本食、指宿温泉「砂蒸し温泉」を愛でる日々と、お客
様への“おもてなし”の心を大切に日々精進しております。日本食
を勉強したい方、日本文化に興味がある方はぜひご応募ください。",正社員,和食調理職,"〇調理部
京風の会席料理の仕込みから配膳まで行います。
朝夕の料理の他、婚礼·会合·宴会·法要まで幅広く宴席の料理も
対応しております。
※変更の範囲:会社の定める業務",891-0406,鹿児島県指宿市湯の浜5丁目27-27,,0,0,2,"あれば尚可
調理師免許 (取得見込み可) 優遇",なし,可,あり,なし,178200,188600,あり,あり,2,変形労働時間制 (1年単位),その他,05:00-08:00,14:00-20:00,,105,可,令和8年10月1日以降,可,随時,総務人事経理部,小川 真由,オガワ マユ,0993-22-2036,0993-24-4992,ogawa@syusuien.co.jp,"〇当館は「プロが選ぶ日本のホテル旅館100選」の料理部門に
おいて40年連続1位を受賞いたしました。
〇創業63周年を迎えており、今後も様々なプランでお客様を
おもてなしして参ります。
〇スポーツジムの無料利用制度有り
〇置き型社食「オフィスおかん」有り
〇応募前職場見学は随時可能です。事前に電話にてご連絡ください","〇就業時間: (1) →中休み→ (2) 
〇地元以外の遠方からの採用者に関しましては、男女共それぞれ
寮のご用意があります。 (男子寮:共同、女子寮:個別) 
*履歴書:手書き·パソコン作成どちらも可",751,55,055-08,55,055-01,鹿児島県指宿市,,,2862,,,,,,,,,,,,,2026年08月18日 08:44,2026年08月18日 08:44,バーコードスキャン,求人番号_46120-45669.pdf,サービスの職業,飲食物調理の職業,調理補助者、調理人見習,接客/サービスに関わる,飲食,サービスの職業,飲食物調理の職業,日本料理調理人,接客/サービスに関わる,飲食,0,391,調理人,391,調理人
2026,46120-46969,指宿公共職業安定所,4612-14630-8,可,ユウゲンガイシャ イブスキシュウスイエン,有限会社 いぶすき秀水園,891-0406,鹿児島県指宿市湯の浜5丁目27-27,,代表取締役 湯通堂 温,2340000000000,http://www.syusuien.co.jp,66,66,昭和38年,"3,000万円","旅館業
「事業所画像情報あり」","日本文化や日本食、指宿温泉「砂蒸し温泉」を愛でる日々と、お客
様への“おもてなし”の心を大切に日々精進しております。日本食
を勉強したい方、日本文化に興味がある方はぜひご応募ください。",正社員,宿泊サービス職(フロント·予約),"◎フロント業務
チェックイン·チェックアウト業務の他、
ロビーラウンジでのドリンクサービス、お部屋への案内等です。
◎予約業務
電話やメール、インターネットからの予約対応等です。
※変更の範囲:会社の定める業務",891-0406,鹿児島県指宿市湯の浜5丁目27-27,,0,0,2,"あれば尚可
パソコン操作 (ワード、エクセル) ",なし,可,あり,なし,178200,188600,あり,あり,2,変形労働時間制 (1年単位),その他,08:00-17:00,13:00-22:00,,105,可,令和8年10月1日以降,可,随時,総務人事経理部,小川 真由,オガワ マユ,0993-22-2036,0993-24-4992,ogawa@syusuien.co.jp,"〇当館は「プロが選ぶ日本のホテル旅館100選」の料理部門に
おいて40年連続1位を受賞いたしました。
〇創業63周年を迎えており、今後も様々なプランでお客様を
おもてなしして参ります。
〇スポーツジムの無料利用制度有り
〇置き型社食「オフィスおかん」有り
〇応募前職場見学は随時可能です。事前に電話にてご連絡ください","〇就業時間:交代制 (シフト制) 
〇地元以外の遠方からの採用者に関しましては、男女共それぞれ
寮のご用意があります (男子寮:共用、女子寮:個別) 
*履歴書:手書き·パソコン作成どちらも可",751,56,056-04,,,鹿児島県指宿市,,,2861,,,,,,,,,,,,,2026年08月18日 08:44,2026年08月18日 08:44,バーコードスキャン,求人番号_46120-46969.pdf,サービスの職業,接客・給仕の職業,旅館・ホテルフロント係,接客/サービスに関わる,接客,,,,,,0,404,身の回り世話従事者,,
2026,46010-1015769,鹿児島公共職業安定所,4601-20464-1,可,カブシキガイシャ ミスミケンセツ,株式会社 三純建設,890-0063,鹿児島県鹿児島市鴨池1丁目25-1 三純ビル2階,(鹿児島市電:中郡電停から徒歩5分),代表取締役 三谷 貴夫,3340000000000,www.misumi-kensetsu.jp,20,18,昭和50年,"2,000万円","土木工事業·建築工事業·一般貨物自動車運送事業·一般廃棄物収
集運搬·産業廃棄物収集運搬·産業廃棄物処分·リサイクル事業·
工事監理","昭和50年創業、今年で51年を迎え、業績は安定推移している。
公共工事を主に土木工事業、産業廃棄物の処理、リサイクル事業が
主軸で現在ISOの取得、優良産廃処理業者にも認定された。",正社員,土木施工管理見習い,"○公共工事や民間工事の土木工事現場において、工事管理者の補助業務を担当
していただきます。
·主な仕事内容は、現場での安全管理、作業進捗の確認、写真撮影および記録
測量補助、資材や機械の管理、協力会社との連絡調整などです。
·入社後は先輩社員が基礎から丁寧に指導いたしますので、専門知識や資格が
なくても安心して始められます。仕事を通じて知識や技術を身につけ、将来
的には施工管理技士などの資格取得を目指し、現場全体を管理する技術者と
して活躍して頂きます。
一緒に私たちと鹿児島の発展のために頑張りましょう。 《変更範囲:なし》",890-0063,鹿児島県鹿児島市鴨池1丁目25-1 三純ビル2階,(鹿児島市電:中郡電停から徒歩5分),3,0,0,"あれば尚可
○普通自動車運転免許 (マニュアル免許)  (入社後取得可) 
○準中型自動車免許 (マニュアル免許)  (入社後取得可) ",なし,可,あり,なし,170000,200521,あり,あり,5,変形労働時間制 (1年単位),土日 その他,08:00-17:00,,,110,可,令和8年10月1日以降,可,随時,代表取締役 三谷貴夫,採用担当者,,099-257-1881,099-257-2446,takao-m5@joy.ocn.ne.jp,"○応募前職場見学については、8月3日以降実施予定です。
応募前職場見学への参加の有無によって採否を決定するものでは
ありません。
○選考旅費:10,000円 (上限あり) 
○履歴書:手書き·パソコン作成どちらも可
○入居可能住宅は、空室があれば入居可能。
 (自己負担:25,000円/月) ","○特別に支払われる手当について
資格手当:当社の定めによる資格を保有している場合
皆勤手当:欠勤が無かった場合
○ISO9001·ISO14001·ISO45001認証取得
優良産廃処理業者認定
○かごしまSDGS推進パートナー登録",62,8,008-05,,,鹿児島県鹿児島市,,,2863,,,,,,,,,,,,,2026年08月18日 08:44,2026年08月18日 08:44,バーコードスキャン,求人番号_46010-1015769.pdf,研究・技術の職業,建築・土木・測量技術者,土木施工管理技術者,建設/建築/土木に関わる,その他(建設/建築/土木に関わる),,,,,,0,92,土木技術者,,
2026,27070-1114169,布施公共職業安定所,2707-620315-6,可,カブシキガイシャ タダコウギョウ,株式会社 多田興業,581-0869,大阪府八尾市桜ヶ丘2丁目216-102,近鉄大阪線 近鉄八尾駅 から 徒歩10分,代表取締役 多田 博信,5122000000000,https://www.tadakougyo.com/,36,33,平成22年,500万円,"近畿地方をはじめ全国の遺跡発掘調査現場での発掘調査業務、発掘
調査専門の作業。 全国官公庁、民間企業から依頼の発掘調査補助
業務を行っています。","年配の方から若いスタッフまで、幅広く活躍しています。
新人の方でも丁寧に指導·教育し活躍できます。
60歳以上のスタッフ、女性も多く活躍しています。",正社員,"【土日休み/髪色髪型ピアス自由◎】歴史を
見つける!遺跡発掘スタッフ(柏原市)","\教科書を超えて本物の歴史に触れる!現代のトレジャーハンターに!/
本物の遺跡を掘り起こす発掘調査やスケジュール管理などをお任せします!上
市倉庫に集合してから、みんなで車で現場へ向います◎
【具体的にはこんな仕事!】★会社負担の資格取得支援制度あり!
·発掘調査の補助:専用スコップを使い土の中から土器などを探す
·スケジュール管理:発掘調査がスムーズに進むよう全体を調整する
·写真や図面の記録:見つかった遺跡や現場の様子を撮影し、図面を作成する
※家具家電付きの社宅完備◎新生活をすぐに始められます!
*変更範囲:会社の定める業務",582-0007,"大阪府柏原市上市3丁目14-18
上市倉庫
※現場は大阪一円が中心",近鉄大阪線 安堂駅 から 徒歩5分,0,0,2,不問,なし,不可,あり,なし,230000,230000,あり,あり,30,,土日 その他,08:00-17:00,,,115,可,令和8年9月16日以降,可,随時,工事部次長,今井 裕樹,イマイ ユウキ,072-943-4944,072-943-4945,tadakougyo@ion.ocn.ne.jp,"★若手も活躍中!安心の育成体制あり!★
学校での知識は一切不要です。まずは道具の名前を覚えることから
スタートしていきます。先輩が隣に付いて、イチから丁寧に教えて
いきます!
★歴史的瞬間に立ち会える!★
我々の祖先が過ごしていた生活や大切にしていた文化を、数千年も
の時を経て、現代に蘇らせます。
歴史の教科書に載るような大発見に出会えるチャンスもあります!
あなたの手で、数千年前の物語を未来へと繋いでいきましょう。","【公開求人】
★資格は会社のサポートで取れる!★
ショベルカーのような重機の資格など、業務に必要な資格は、ぜん
ぶ会社の負担 (全額支給) で取得可能!学科関係なく、学校を卒業
したばかりのみなさんの成長を会社が応援します。
★新生活を応援!安心の社宅あり★
·家具家電 (テレビ、冷蔵庫、洗濯機など) は会社で完備!
·引っ越し費用は会社が全額負担いたします (赴任旅費含む) 。
·家賃の自己負担は2万円 (+水道光熱費) 、初めての一人暮らし
を応援します。",79,99,099-99,20,020-99,大阪府柏原市,,,2893,,,,,,,,,,,,,2026年08月18日 08:44,2026年08月18日 08:44,バーコードスキャン,求人番号_27070-1114169.pdf,運搬・清掃・包装・選別等の職業,その他の運搬・清掃・包装・選別等の職業,他に分類されない運搬・清掃・包装・選別等の職業,運輸/物流に関わる,その他(運輸/物流に関わる),法務・経営・文化芸術等の専門的職業,その他の法務・経営・文化芸術等の専門的職業,他に分類されない法務・経営・文化芸術等の専門的職業,その他,法律に関わる,0,739,その他の運搬・清掃・包装等従事者,249,他に分類されない専門的職業従事者
2026,14150-271969,港北公共職業安定所,1415-613642-3,可,カブシキガイシャ タケヤ,株式会社 竹屋,227-0065,神奈川県横浜市青葉区恩田町993-1,こどもの国線 恩田駅 から 徒歩10分,代表取締役 阿部 浩明,4020000000000,https://takeyazoen.jp,17,17,平成15年,"1,000万円"," (1) 土木建築の設計、施工及び施工管理
 (2) 造園及び土木工事業","平成15年創業ですが、毎年増収確実に実績を上げています。
大手上場企業の協力会員に加入し、直接受注している会社です。
若い社長と若いスタッフが多く、明るく元気な職場です。",正社員,庭園·外構デザインスタッフ,"〜緑で景観をデザイン〜
公園やマンション、個人宅の庭などを仕立て、植物の管理や手入れを行い、植
木や樹木のメンテナンスをして建物の外観をキレイに見せる仕事です。
自然や植物が好きで、人と話すことが好きな人に向いている仕事です。
*最初は経験豊富な社員がしっかり指導し、新入社員のスキルアップをサポー
トします!
※変更範囲:会社の定める業務",227-0065,神奈川県横浜市青葉区恩田町993-1,こどもの国線 恩田駅 から 徒歩10分,0,0,2,不問,なし,可,あり,なし,220000,225000,なし,あり,5,,土日祝 その他,07:00-17:00,,,125,可,令和8年10月1日以降,可,随時,採用担当,高橋,タカハシ,045-981-7974,045-211-4075,info@takeyazoen.com,"創業20年、止まることなく安定して仕事があり社員みんな力を合
わせて毎日仕事に取り組んでいます。
チームで仕事をするのでコミュニケーション能力に自信のある方大
歓迎です。
★私たちの強み
当社は大手建設会社から仕事の依頼を受けており、技術を高く評価
されています。","★資格取得支援サービス!
社員のキャリアアップのため資格を全額会社負担で取得することが
可能です。
★地方の方も安心 寮完備!
寮に光熱費込月2万円で入居できますので地方から考えてる方も安
心してご応募ください!
若いスタッフも多く、先輩社員が丁寧に指導します!
*初めは仕事で使う道具の名前を覚えてもらいます!
わからないことは遠慮なく先輩スタッフに相談して下さい!",61,64,064-05,,,神奈川県横浜市青葉区,,,2891,,,,,,,,,,,,,2026年08月18日 08:44,2026年08月18日 08:44,バーコードスキャン,求人番号_14150-271969.pdf,農林漁業の職業,農業の職業（養畜・動物飼育・植木・造園を含む）,植木職、造園師,農林水産業に関わる,農業,,,,,,0,463,植木職，造園師,,
2026,14150-272869,港北公共職業安定所,1415-613642-3,可,カブシキガイシャ タケヤ,株式会社 竹屋,227-0065,神奈川県横浜市青葉区恩田町993-1,こどもの国線 恩田駅 から 徒歩10分,代表取締役 阿部 浩明,4020000000000,https://takeyazoen.jp,17,17,平成15年,"1,000万円"," (1) 土木建築の設計、施工及び施工管理
 (2) 造園及び土木工事業","平成15年創業ですが、毎年増収確実に実績を上げています。
大手上場企業の協力会員に加入し、直接受注している会社です。
若い社長と若いスタッフが多く、明るく元気な職場です。",正社員,庭を彩る造園工事スタッフ,"公園やマンション、個人宅庭園の植物の管理を行います!
*私たちの仕事は、自然が好きな人、ものづくりが好きな人にとってはやりが
いのある仕事です!
造園工事の仕事は、自然や美的センスに興味があり、コミュニケーション能力
に自信がある人には向いている仕事です!
*入社した初めは経験豊富な社員がしっかりと指導して新入社員のスキルアッ
プにも力を入れています!!
※変更範囲:会社の定める業務",227-0065,神奈川県横浜市青葉区恩田町993-1,こどもの国線 恩田駅 から 徒歩10分,0,0,2,不問,なし,可,あり,なし,220000,225000,なし,あり,5,,土日祝 その他,07:00-17:00,,,125,可,令和8年10月1日以降,可,随時,採用担当,高橋,タカハシ,045-981-7974,045-211-4075,info@takeyazoen.com,"創業20年、止まることなく安定して仕事があり社員みんな力を合
わせて毎日仕事に取り組んでいます。
チームで仕事をするのでコミュニケーション能力に自信のある方大
歓迎です。
★私たちの強み
大手建設会社から仕事の依頼を受けており、技術を高く評価されて
います。","★資格取得支援サービス
弊社では社員のキャリアアップのため資格を全額会社負担で取得す
ることが可能です。
★地方の方も安心。寮完備!
弊社の寮に光熱費込月2万で入ることができますので地方から考え
てる方も安心してご応募ください
若いスタッフも多く、先輩社員が丁寧に指導してくれます。
*初めは仕事で使う道具の名前を覚えてもらいます。
わからないことは遠慮なく先輩スタッフに相談して下さい!",61,64,064-05,,,神奈川県横浜市青葉区,,,2892,,,,,,,,,,,,,2026年08月18日 08:44,2026年08月18日 08:44,バーコードスキャン,求人番号_14150-272869.pdf,農林漁業の職業,農業の職業（養畜・動物飼育・植木・造園を含む）,植木職、造園師,農林水産業に関わる,農業,,,,,,0,463,植木職，造園師,,
2026,46010-892269,鹿児島公共職業安定所,4601-2603-7,可,カゴシマケンギョギョウキョウドウクミアイレンゴウカイ,鹿児島県漁業協同組合連合会,892-0835,鹿児島県鹿児島市城南町37-2,,代表理事会長 市田 恵八朗,1340010000000,http://kagoshima-sakana.com,146,146,昭和25年,"5億1,830万円","生鮮魚介類の荷受·販売、冷凍食品の製造、餌料·石油·漁業資材
類購買事業、会員漁協の指導事業等を行う。","県下漁協等の連合会として、水産業の発展に寄与する連合組織です
。",正社員,総合職,"〇水産物の販売·営業業務全般を担当します。
·市場販売業務:生鮮魚介類等のセリ
·販売業務:県内外へ県水産物の販売
·購買業務:漁具、燃料油、漁業用餌飼料等の販売
·加工業務:水産加工物の製造、販売
·指導業務:会員漁協への経営指導、漁政対策
·管理業務:総務、経理
《変更範囲:なし》",892-0835,"鹿児島県鹿児島市城南町37-2、
総合加工場 (鹿児島市南栄) 、かごしまJF販売 (垂水市海潟)
のいずれか",,2,0,0,"あれば尚可
普通自動車第1種免許 (AT限定可) 入社後取得可",なし,可,なし,なし,190000,192000,あり,あり,18,,日祝 その他,08:40-17:00,06:00-13:40,03:30-11:10,111,不可,,可,随時,総務部 総務企画課,大久保 好英,オオクボ タカヒデ,099-225-0611,099-222-1408,jfkgs-at@po.minc.ne.jp,"○職員食堂あり (昼食代一律3,500円/月) 給与天引き
○健康診断 (年1回) 受診料補助制度あり
○制服貸与制度あり
○就業時間:時差出勤あり。配属先により異なります。
○マイカー通勤可:敷地外駐車場あり (駐車場代800円/月) 
任意保険への加入が条件となります。
○その他就業場所:《総合加工場》鹿児島市南栄4丁目11-4
:《かごしまJF販売》垂水市海潟643-14
○履歴書:手書き·パソコン作成どちらも可","○応募前職場見学可。希望の際は事前に担当者まで
お問い合わせください。
○試用期間:3ヶ月 (日給制:月総支給額×3ヶ月÷勤務日数) 
○特別手当あり (該当者のみ支給) 
·日直手当:8,000円 ·宿直手当:5,000円
※その他、住宅·家族手当あり。特別に支払われる手当欄参照。
○慶弔見舞金制度あり
·結婚:20,000円 ·子女出産:10,000円
·その他:傷病、災害、弔慰金など
○労働組合あり",871,34,034-01,48,048-99,鹿児島県鹿児島市,鹿児島県垂水市,,2889,,,,,,,,,,,,,2026年08月18日 08:44,2026年08月18日 08:44,バーコードスキャン,求人番号_46010-892269.pdf,事務的職業,一般事務・秘書・受付の職業,一般事務員,事務に関わる,一般事務,販売・営業の職業,営業の職業,その他の営業の職業,営業に関わる,営業,0,257,総合事務員,349,その他の営業職業従事者
